time,cpu,memory,disk_read_bytes,disk_write_bytes,net_bytes_sent,net_bytes_recv
415.0329444408417,1.1,38.6,1414435840,621753856,3199022,3258632
416.0450668334961,1.4,38.7,1414435840,622118400,3199078,3258698
417.0567798614502,0.9,38.7,1414435840,622192128,3199078,3258698
418.0685465335846,0.9,38.7,1414507520,622310912,3202305,3263465
419.0797989368439,1.3,38.6,1414507520,622446080,3202359,3263954
420.0914611816406,1.2,38.5,1414507520,622532096,3202360,3263954
421.1036787033081,3.0,38.7,1414507520,622663168,3202415,3264132
422.11545848846436,2.5,38.7,1414507520,623003136,3202586,3264186
423.1282889842987,2.1,38.7,1414578176,623601152,3203680,3264426
424.13946318626404,0.9,38.7,1414578176,627009024,3207740,3269494
425.15611028671265,0.9,38.7,1414588416,644239360,3207741,3269494
426.16724586486816,0.7,38.7,1414588416,647442432,3207915,3270630
427.1793863773346,1.2,38.7,1414588928,649560576,3209117,3271385
428.19009256362915,1.2,38.7,1414588928,651764224,3210234,3273803
429.20233702659607,1.0,38.7,1414662144,652005888,3211012,3273857
430.2134599685669,0.8,38.7,1414666240,654131712,3213500,3277140
431.2252025604248,1.3,38.7,1414666240,656413184,3213818,3277908
432.24440121650696,0.7,38.6,1414668288,658762240,3213873,3277908
433.25558376312256,0.7,38.6,1414668288,658762240,3213982,3278094
434.2667315006256,0.9,38.6,1414740480,662923776,3213982,3278094
435.2778699398041,0.9,38.6,1414740480,665057792,3214024,3278136
436.2891001701355,1.0,38.6,1414740480,667433472,3217483,3282036
437.30030035972595,0.9,38.6,1414748672,667769344,3217732,3282198
438.3119411468506,0.7,38.6,1414748672,667949568,3217871,3282397
439.3230776786804,0.7,38.6,1414748672,667949568,3217925,3282555
440.33426785469055,1.1,38.6,1414748672,668350976,3217925,3282555
441.3459234237671,1.2,38.6,1414819328,668588544,3221085,3287359
442.36174416542053,0.9,38.6,1414819328,668924416,3221248,3287968
443.37432622909546,1.2,38.6,1414819328,669084160,3221248,3288087
